Date,dew,humidity,pm1,pm10,pm25,pressure,temperature,wind speed,wind-speed
2019-03-13,,,,,,,,,
2019-03-14,,,,,,,,,
2019-03-15,,,,,,,,,
2019-03-16,,,,,,,,,
2019-03-17,,,,,,,,,
2019-03-18,,,,,,,,,
2019-03-19,,,,,,,,,
2019-03-20,,,,,,,,,
2019-03-21,,,,,,,,,
2019-03-22,,,,,,,,,
2019-03-23,,,,,,,,,
2019-03-24,,,,,,,,,
2019-03-25,,,,,,,,,
2019-03-26,,,,,,,,,
2019-03-27,,,,,,,,,
2019-03-28,,,,,,,,,
2019-03-29,,,,,,,,,
2019-03-30,,,,,,,,,
2019-03-31,,,,,,,,,
2019-04-01,,,,,,,,,
2019-04-02,,,,,,,,,
2019-04-03,,,,,,,,,
2019-04-04,,,,,,,,,
2019-04-05,,,,,,,,,
2019-04-06,,,,,,,,,
2019-04-07,,,,,,,,,
2019-04-08,,,,,,,,,
2019-04-09,,,,,,,,,
2019-04-10,,,,,,,,,
2019-04-11,,,,,,,,,
2019-04-12,,,,,,,,,
2019-04-13,,,,,,,,,
2019-04-14,,,,,,,,,
2019-04-15,,,,,,,,,
2019-04-16,,,,,,,,,
2019-04-17,,,,,,,,,
2019-04-18,,,,,,,,,
2019-04-19,,,,,,,,,
2019-04-20,,,,,,,,,
2019-04-21,,,,,,,,,
2019-04-22,,,,,,,,,
2019-04-23,,,,,,,,,
2019-04-24,,,,,,,,,
2019-04-25,,,,,,,,,
2019-04-26,,,,,,,,,
2019-04-27,,,,,,,,,
2019-04-28,,,,,,,,,
2019-04-29,,,,,,,,,
2019-04-30,,,,,,,,,
2019-05-01,,,,,,,,,
2019-05-02,,,,,,,,,
2019-05-03,,,,,,,,,
2019-05-04,,,,,,,,,
2019-05-05,,,,,,,,,
2019-05-06,,,,,,,,,
2019-05-07,,,,,,,,,
2019-05-08,,,,,,,,,
2019-05-09,,,,,,,,,
2019-05-10,,,,,,,,,
2019-05-11,,,,,,,,,
2019-05-12,,,,,,,,,
2019-05-13,,,,,,,,,
2019-05-14,,,,,,,,,
2019-05-15,,,,,,,,,
2019-05-16,,,,,,,,,
2019-05-17,,,,,,,,,
2019-05-18,,,,,,,,,
2019-05-19,,,,,,,,,
2019-05-20,,,,,,,,,
2019-05-21,,,,,,,,,
2019-05-22,,,,,,,,,
2019-05-23,,,,,,,,,
2019-05-24,,,,,,,,,
2019-05-25,,,,,,,,,
2019-05-26,,,,,,,,,
2019-05-27,,,,,,,,,
2019-05-28,,,,,,,,,
2019-05-29,,,,,,,,,
2019-05-30,,,,,,,,,
2019-05-31,,,,,,,,,
2019-06-01,,,,,,,,,
2019-06-02,,,,,,,,,
2019-06-03,,,,,,,,,
2019-06-04,,,,,,,,,
2019-06-05,,,,,,,,,
2019-06-06,,,,,,,,,
2019-06-07,,,,,,,,,
2019-06-08,,,,,,,,,1.5
2019-06-09,26.8,72.8,,,,991.4,31.6,,2.0
2019-06-10,25.4,87.8,,,,992.5,27.6,,4.1
2019-06-11,23.5,72.8,,,,991.0,25.3,,3.0
2019-06-12,26.3,67.7,,,,993.4,33.8,,3.0
2019-06-13,27.2,69.8,,,,992.4,31.4,,1.0
2019-06-14,28.0,66.6,,,,987.9,35.6,,1.5
2019-06-15,26.9,75.9,45.0,16.0,54.0,990.1,31.0,,3.0
2019-06-16,27.3,81.3,66.0,30.0,77.0,989.5,28.9,,3.0
2019-06-17,26.4,74.8,63.0,28.0,74.0,990.8,31.0,,4.1
2019-06-18,26.8,73.2,56.0,26.0,65.0,991.4,31.4,,2.0
2019-06-19,27.0,70.0,53.0,30.0,67.0,990.3,32.4,,3.0
2019-06-20,26.1,82.5,55.0,24.0,66.0,993.2,30.0,,2.0
2019-06-21,27.5,74.1,53.0,28.0,64.0,992.6,32.2,,3.0
2019-06-22,26.7,79.4,32.0,13.0,44.0,995.4,30.8,,4.1
2019-06-23,27.1,70.3,37.0,22.0,51.0,995.5,33.2,,1.5
2019-06-24,27.5,66.4,48.0,28.0,58.0,996.3,35.2,,1.0
2019-06-25,28.2,79.5,58.0,30.0,72.0,993.2,32.2,,1.5
2019-06-26,26.4,74.4,58.0,22.0,65.0,991.9,30.4,,2.0
2019-06-27,25.7,76.9,60.0,23.0,70.0,990.9,30.2,,1.0
2019-06-28,25.9,83.6,62.0,24.0,68.0,987.5,30.8,,1.5
2019-06-29,27.6,79.9,64.0,28.0,71.0,990.6,31.6,,3.0
2019-06-30,27.2,75.6,49.0,26.0,57.0,990.7,32.0,,1.0
2019-07-01,27.4,70.5,59.0,31.0,71.0,990.8,33.6,,2.0
2019-07-02,25.7,63.2,20.0,13.0,30.0,991.6,30.3,,6.1
2019-07-03,,,,,,,,,
2019-07-04,,,,,,,,,
2019-07-05,,,,,,,,,
2019-07-06,,,,,,,,,
2019-07-07,,,,,,,,,
2019-07-08,,,,,,,,,
2019-07-09,,,,,,,,,
2019-07-10,,,,,,,,,
2019-07-11,,,,,,,,,
2019-07-12,,,,,,,,,
2019-07-13,,,,,,,,,
2019-07-14,,,,,,,,,
2019-07-15,,,,,,,,,
2019-07-16,,,,,,,,,
2019-07-17,,,,,,,,,
2019-07-18,,,,,,,,,
2019-07-19,,,,,,,,,
2019-07-20,,,,,,,,,
2019-07-21,,,,,,,,,
2019-07-22,,,,,,,,,
2019-07-23,,,,,,,,,
2019-07-24,,,,,,,,,
2019-07-25,,,,,,,,,
2019-07-26,,,,,,,,,
2019-07-27,,,,,,,,,
2019-07-28,,,,,,,,,
2019-07-29,,,,,,,,,
2019-07-30,,,,,,,,,
2019-07-31,,,,,,,,,
2019-08-01,,,,,,,,,
2019-08-02,,,,,,,,,
2019-08-03,,,,,,,,,
2019-08-04,,,,,,,,,
2019-08-05,,,,,,,,,
2019-08-06,,,,,,,,,
2019-08-07,,,,,,,,,
2019-08-08,,,,,,,,,
2019-08-09,,,,,,,,,
2019-08-10,,,,,,,,,
2019-08-11,,,,,,,,,
2019-08-12,,,,,,,,,
2019-08-13,,,,,,,,,
2019-08-14,,,,,,,,,
2019-08-15,,,,,,,,,
2019-08-16,,,,,,,,,
2019-08-17,,,,,,,,,
2019-08-18,,,,,,,,,
2019-08-19,,,,,,,,,
2019-08-20,,,,,,,,,
2019-08-21,,,,,,,,,
2019-08-22,,,,,,,,,
2019-08-23,,,,,,,,,
2019-08-24,,,,,,,,,
2019-08-25,,,,,,,,,
2019-08-26,,,,,,,,,
2019-08-27,,,,,,,,,
2019-08-28,,,,,,,,,
2019-08-29,,,,,,,,,
2019-08-30,,,,,,,,,
2019-08-31,,,,,,,,,
2019-09-01,,,,,,,,,
2019-09-02,,,,,,,,,
2019-09-03,,,,,,,,,
2019-09-04,,,,,,,,,
2019-09-05,,,,,,,,,
2019-09-06,,,,,,,,,
2019-09-07,,,,,,,,,
2019-09-08,,,,,,,,,
2019-09-09,,,,,,,,,
2019-09-10,,,,,,,,,
2019-09-11,,,,,,,,,
2019-09-12,,,,,,,,,
2019-09-13,,,,,,,,,
2019-09-14,,,,,,,,,
2019-09-15,,,,,,,,,
2019-09-16,,,,,,,,,
2019-09-17,,,,,,,,,
2019-09-18,,,,,,,,,
2019-09-19,,,,,,,,,
2019-09-20,,,,,,,,,
2019-09-21,,,,,,,,,
2019-09-22,,,,,,,,,
2019-09-23,,,,,,,,,
2019-09-24,,,,,,,,,
2019-09-25,,,,,,,,,
2019-09-26,,,,,,,,,
2019-09-27,,,,,,,,,
2019-09-28,,,,,,,,,
2019-09-29,22.0,98.8,,,,1003.5,,,
2019-09-30,22.4,95.3,,,,1002.4,,,
2019-10-01,23.5,79.3,,,,999.4,,,
2019-10-02,24.7,83.9,,,,1000.2,,,
2019-10-03,24.5,79.4,37.0,12.0,41.0,1000.6,25.4,,1.0
2019-10-04,,,,,,,,,
2019-10-05,,,,,,,,,
2019-10-06,,,,,,,,,
2019-10-07,,,,,,,,,
2019-10-08,,,,,,,,,
2019-10-09,,,,,,,,,
2019-10-10,,,,,,,,,
2019-10-11,24.1,79.9,,,,1002.7,,,
2019-10-12,24.0,80.9,,,,1003.0,,,
2019-10-13,19.5,68.6,,,,883.4,,,
2019-10-14,22.6,81.6,,,,1003.0,,,
2019-10-15,23.8,66.6,92.0,42.0,104.0,1003.5,24.1,,0.4
2019-10-16,21.5,76.3,57.0,24.0,65.0,1005.8,25.5,,0.5
2019-10-17,25.0,77.3,68.0,28.0,75.0,1005.6,24.9,,0.7
2019-10-18,23.1,79.4,76.0,28.0,83.0,1006.2,24.1,,0.5
2019-10-19,22.1,68.5,103.0,51.0,118.0,1006.2,24.5,,0.5
2019-10-20,24.5,89.3,153.0,57.0,156.0,1005.6,23.8,,0.5
2019-10-21,24.1,89.9,116.0,48.0,127.0,1003.3,25.3,,1.0
2019-10-22,20.4,76.6,95.0,41.0,105.0,999.1,25.3,,0.6
2019-10-23,21.8,93.5,131.0,55.0,149.0,1000.8,24.7,,0.5
2019-10-24,23.1,94.7,154.0,60.0,157.0,1002.5,23.0,,0.8
2019-10-25,19.6,78.0,51.0,20.0,57.0,1002.5,21.7,,1.8
2019-10-26,19.8,72.4,54.0,16.0,58.0,1003.4,22.2,,0.6
2019-10-27,21.4,76.7,153.0,57.0,155.0,1003.9,22.0,,0.4
2019-10-28,21.4,81.6,88.0,30.0,92.0,1006.0,21.8,,0.9
2019-10-29,21.0,77.6,,,,1003.5,,,
2019-10-30,20.3,57.3,,,,1005.2,,,
2019-10-31,20.9,73.6,56.0,18.0,61.0,1003.4,26.6,,0.5
2019-11-01,21.2,68.0,70.0,27.0,76.0,1003.8,22.9,,0.7
2019-11-02,20.3,52.7,,,,,,,
2019-11-03,20.4,52.7,,,,,,,
2019-11-04,20.3,48.9,65.0,22.0,70.0,1001.0,21.5,,0.5
2019-11-05,19.6,74.9,63.0,20.0,67.0,999.1,23.7,,0.5
2019-11-06,19.8,69.6,82.0,27.0,83.0,1002.3,23.4,,0.5
2019-11-07,20.5,74.8,77.0,23.0,78.0,1002.0,23.1,,0.5
2019-11-08,21.0,82.3,42.0,12.0,48.0,1004.1,25.2,,0.7
2019-11-09,21.0,86.0,56.0,17.0,58.0,1003.5,22.0,,0.5
2019-11-10,20.2,63.3,45.0,13.0,47.0,1004.1,25.6,,0.6
2019-11-11,19.8,73.0,50.0,13.0,52.0,1000.5,22.6,,0.5
2019-11-12,19.6,67.5,76.0,25.0,79.0,1002.6,21.8,,0.7
2019-11-13,19.4,60.1,53.0,16.0,55.0,1006.4,26.7,,0.6
2019-11-14,20.8,63.9,25.0,11.0,35.0,1007.7,28.2,,0.5
2019-11-15,20.2,56.6,33.0,13.0,38.0,1005.5,25.5,,0.6
2019-11-16,19.2,51.8,88.0,34.0,92.0,1003.3,22.6,,0.6
2019-11-17,18.0,56.6,139.0,48.0,142.0,1004.2,21.2,,0.5
2019-11-18,19.1,61.2,96.0,38.0,100.0,,23.5,,0.5
2019-11-19,16.7,57.7,153.0,55.0,154.0,1005.9,19.5,,0.5
2019-11-20,15.9,55.3,120.0,52.0,138.0,,22.0,,0.5
2019-11-21,15.8,48.0,119.0,40.0,120.0,1008.0,18.7,,0.6
2019-11-22,14.8,45.0,89.0,30.0,90.0,1007.7,19.2,,0.5
2019-11-23,17.6,55.1,84.0,27.0,85.0,1003.9,19.9,,0.5
2019-11-24,18.0,70.8,169.0,70.0,170.0,1006.1,19.1,,0.5
2019-11-25,18.6,66.8,160.0,61.0,161.0,,19.0,,0.5
2019-11-26,18.5,61.7,139.0,49.0,143.0,,19.6,,0.5
2019-11-27,18.1,61.7,63.0,21.0,71.0,,24.0,,0.6
2019-11-28,18.0,56.0,63.0,18.0,65.0,,20.1,,0.5
2019-11-29,18.6,56.0,60.0,16.0,61.0,,21.1,,0.4
2019-11-30,16.1,53.8,,,,,,,
2019-12-01,14.5,52.8,,,,,,,
2019-12-02,16.6,66.2,86.0,34.0,91.0,,18.1,,0.5
2019-12-03,15.6,58.7,94.0,31.0,95.0,,17.0,,0.5
2019-12-04,16.0,64.6,97.0,35.0,104.0,,16.0,,0.5
2019-12-05,16.1,56.4,84.0,49.0,92.0,,16.6,,0.4
2019-12-06,12.8,58.7,59.0,31.0,64.0,,16.1,,0.7
2019-12-07,12.5,59.7,43.0,30.0,52.0,,16.7,,0.8
2019-12-08,11.8,68.8,52.0,32.0,58.0,,13.9,,0.7
2019-12-09,12.4,52.9,63.0,37.0,70.0,,13.7,,0.7
2019-12-10,14.4,77.7,119.0,53.0,129.0,880.4,15.2,,0.7
2019-12-11,11.3,65.7,122.0,58.0,134.0,883.8,13.1,,0.6
2019-12-12,11.6,80.5,153.0,65.0,156.0,885.6,14.5,,0.8
2019-12-13,11.9,83.3,90.0,32.0,93.0,886.6,16.0,,1.0
2019-12-14,11.7,91.8,44.0,13.0,49.0,888.0,14.8,,0.7
2019-12-15,14.8,80.3,55.0,17.0,57.0,1007.9,12.7,,0.7
2019-12-16,14.7,54.7,87.0,28.0,88.0,1007.1,16.1,,0.6
2019-12-17,14.3,61.8,95.0,31.0,96.0,1007.8,13.7,,0.8
2019-12-18,12.4,83.4,77.0,24.0,78.0,1010.3,14.0,,0.7
2019-12-19,12.0,91.3,113.0,41.0,118.0,1008.8,11.5,,0.7
2019-12-20,10.6,84.4,92.0,30.0,94.0,1005.4,12.1,,0.5
2019-12-21,11.6,79.6,148.0,51.0,151.0,1005.6,14.2,,0.5
2019-12-22,12.1,96.2,155.0,55.0,155.0,1006.5,13.0,,0.7
2019-12-23,,,,,,,,,
2019-12-24,,,,,,,,,
2019-12-25,,,,,,,,,
2019-12-26,,,,,,,,,
2019-12-27,,,,,,,,,
2019-12-28,,,,,,,,,
2019-12-29,,,,,,,,,
2019-12-30,,,,,,,,,
2019-12-31,,,,,,,,,
2020-01-01,,,,,,,,,
2020-01-02,,,,,,,,,
2020-01-03,,,,,,,,,
2020-01-04,,,75.0,25.0,76.0,,10.1,,1.0
2020-01-05,8.3,98.0,87.0,30.0,89.0,879.9,8.5,1.0,1.0
