Date,dew,humidity,pm1,pm10,pm25,pressure,temperature,wind-speed
2023-09-19,,,,,,,,
2023-09-20,,,,,,,,
2023-09-21,,,,,,,,
2023-09-22,,,,,,,,
2023-09-23,,,,,,,,
2023-09-24,,,,,,,,
2023-09-25,21.9,93.9,10.0,3.0,10.0,919.1,22.6,0.5
2023-09-26,22.9,81.4,17.0,4.0,17.0,919.6,25.2,0.5
2023-09-27,25.6,90.9,21.0,5.0,22.0,992.0,23.7,0.6
2023-09-28,23.7,91.3,21.0,5.0,21.0,917.0,24.7,0.5
2023-09-29,22.8,83.6,29.0,7.0,30.0,918.9,25.2,0.5
2023-09-30,20.3,92.3,27.0,7.0,28.0,918.9,22.6,0.6
2023-10-01,22.0,86.0,22.0,5.0,23.0,918.2,24.8,0.6
2023-10-02,22.0,92.4,27.0,7.0,28.0,920.0,23.7,0.5
2023-10-03,21.8,96.8,16.0,4.0,17.0,918.5,22.3,0.4
2023-10-04,20.8,99.6,12.0,3.0,13.0,919.0,21.1,0.5
2023-10-05,21.6,97.7,15.0,4.0,16.0,918.2,22.8,0.5
2023-10-06,21.9,97.3,15.0,4.0,16.0,917.6,22.4,0.4
2023-10-07,22.1,98.1,19.0,5.0,19.0,918.6,22.3,0.5
2023-10-08,21.4,94.1,49.0,11.0,50.0,919.2,22.3,0.6
2023-10-09,22.4,97.6,72.0,21.0,73.0,920.1,22.6,0.5
2023-10-10,21.2,95.3,67.0,19.0,67.0,921.4,22.0,0.5
2023-10-11,20.1,91.9,59.0,15.0,60.0,921.3,20.8,0.6
2023-10-12,20.0,91.1,59.0,15.0,59.0,923.8,22.2,0.5
2023-10-13,19.7,90.8,58.0,15.0,59.0,922.5,22.1,0.6
2023-10-14,20.9,88.7,59.0,15.0,59.0,922.8,21.8,0.5
2023-10-15,19.5,89.2,59.0,15.0,60.0,921.0,21.3,0.5
2023-10-16,19.3,85.7,57.0,15.0,58.0,924.5,21.2,0.5
2023-10-17,17.3,84.3,49.0,11.0,50.0,924.0,19.9,0.6
2023-10-18,15.4,88.2,33.0,8.0,34.0,924.6,17.9,0.6
2023-10-19,17.5,89.3,32.0,8.0,33.0,925.7,19.0,0.6
2023-10-20,16.0,85.8,42.0,10.0,44.0,925.6,19.6,0.6
2023-10-21,16.3,83.6,45.0,11.0,46.0,925.2,19.4,0.5
2023-10-22,15.6,82.4,52.0,12.0,53.0,926.8,19.1,0.6
2023-10-23,13.8,71.2,47.0,11.0,48.0,925.1,17.3,0.5
2023-10-24,14.1,78.1,41.0,10.0,42.0,924.5,18.3,0.6
2023-10-25,15.7,79.8,42.0,10.0,42.0,924.7,18.8,0.5
2023-10-26,14.8,81.4,40.0,9.0,41.0,924.3,19.2,0.5
2023-10-27,17.0,85.3,43.0,10.0,44.0,924.0,20.2,0.5
2023-10-28,17.0,81.7,52.0,13.0,53.0,924.5,19.6,0.5
2023-10-29,16.1,76.0,47.0,11.0,47.0,923.7,19.6,0.6
2023-10-30,15.5,80.8,49.0,11.0,50.0,926.8,19.1,0.5
2023-10-31,15.3,79.9,47.0,11.0,47.0,927.1,19.1,0.5
2023-11-01,16.0,83.7,49.0,11.0,49.0,927.6,18.9,0.5
2023-11-02,16.7,85.6,51.0,12.0,52.0,926.0,20.1,0.5
2023-11-03,16.5,81.9,56.0,14.0,57.0,922.8,20.2,0.5
2023-11-04,15.3,83.8,51.0,12.0,51.0,922.8,18.3,0.6
2023-11-05,15.0,84.3,50.0,11.0,51.0,924.8,18.0,0.5
2023-11-06,15.7,87.7,58.0,15.0,58.0,926.6,18.6,0.5
2023-11-07,14.6,88.3,58.0,15.0,58.0,924.1,18.3,0.5
2023-11-08,15.4,87.5,63.0,17.0,63.0,924.1,18.0,0.4
2023-11-09,12.3,87.2,58.0,15.0,59.0,923.9,16.7,0.5
2023-11-10,14.3,86.2,58.0,15.0,59.0,924.4,17.4,0.5
2023-11-11,14.9,92.5,62.0,17.0,63.0,926.1,16.4,0.4
2023-11-12,13.1,91.7,55.0,14.0,56.0,927.0,15.9,0.5
2023-11-13,13.8,86.4,55.0,14.0,56.0,927.7,17.1,0.4
2023-11-14,14.2,85.0,57.0,15.0,58.0,926.9,17.8,0.5
2023-11-15,13.8,85.3,50.0,12.0,51.0,926.7,16.9,0.5
2023-11-16,14.4,85.3,50.0,12.0,50.0,928.3,17.2,0.5
2023-11-17,14.1,85.6,58.0,15.0,59.0,926.5,17.8,0.6
2023-11-18,14.7,86.7,47.0,11.0,47.0,926.6,18.5,0.4
2023-11-19,15.8,89.7,47.0,11.0,48.0,926.7,17.5,0.5
2023-11-20,13.9,81.6,41.0,10.0,42.0,926.5,17.4,0.5
2023-11-21,14.7,84.5,51.0,12.0,52.0,923.6,18.0,0.5
2023-11-22,14.8,83.8,56.0,14.0,57.0,923.2,18.0,0.5
2023-11-23,13.6,86.5,58.0,15.0,58.0,924.1,16.5,0.4
2023-11-24,14.8,86.9,58.0,15.0,58.0,924.9,17.3,0.5
2023-11-25,13.6,88.3,57.0,15.0,58.0,926.4,17.1,0.5
2023-11-26,,82.3,58.0,15.0,58.0,,17.3,0.5
2023-11-27,,86.7,55.0,14.0,56.0,,17.1,0.5
2023-11-28,,81.1,51.0,12.0,51.0,,17.0,0.6
2023-11-29,,83.4,52.0,12.0,52.0,,16.8,0.5
2023-11-30,,89.5,63.0,17.0,63.0,,15.4,0.4
2023-12-01,,86.4,59.0,15.0,59.0,,15.8,0.5
2023-12-02,,85.8,58.0,15.0,59.0,,16.3,0.5
2023-12-03,,86.9,55.0,13.0,55.0,,16.2,0.5
2023-12-04,,89.5,57.0,14.0,57.0,,15.1,0.5
2023-12-05,,89.6,48.0,11.0,50.0,,15.2,0.5
2023-12-06,,87.7,52.0,12.0,52.0,,15.9,0.5
2023-12-07,,94.2,67.0,19.0,68.0,,14.5,0.4
2023-12-08,,93.5,66.0,18.0,66.0,,14.1,0.4
2023-12-09,,83.6,66.0,18.0,66.0,,15.6,0.5
2023-12-10,,87.3,61.0,16.0,61.0,,13.9,0.5
2023-12-11,,87.5,63.0,17.0,64.0,,14.1,0.5
2023-12-12,,81.2,63.0,17.0,63.0,,14.2,0.6
2023-12-13,,83.8,57.0,14.0,57.0,,13.6,0.5
2023-12-14,,82.9,54.0,13.0,55.0,,13.4,0.4
2023-12-15,,83.1,61.0,17.0,62.0,,13.8,0.4
2023-12-16,,81.7,61.0,16.0,62.0,,14.4,0.5
2023-12-17,,83.3,63.0,17.0,64.0,,14.1,0.5
2023-12-18,,84.9,65.0,18.0,66.0,,13.5,0.4
2023-12-19,,80.9,64.0,18.0,65.0,,12.6,0.4
2023-12-20,,76.0,60.0,16.0,61.0,,12.0,0.4
2023-12-21,,80.8,55.0,14.0,56.0,,12.5,0.5
2023-12-22,,84.1,61.0,16.0,61.0,,13.3,0.4
2023-12-23,,87.7,64.0,18.0,65.0,,12.9,0.5
2023-12-24,,83.2,60.0,16.0,61.0,,13.3,0.5
2023-12-25,,73.6,56.0,14.0,57.0,,15.6,0.5
2023-12-26,,80.2,57.0,15.0,58.0,,14.8,0.4
2023-12-27,,84.0,61.0,16.0,62.0,,15.4,0.4
2023-12-28,,85.0,62.0,17.0,63.0,,15.1,0.5
2023-12-29,,84.0,62.0,17.0,63.0,,14.5,0.5
2023-12-30,,86.0,66.0,19.0,67.0,,13.9,0.5
2023-12-31,,91.3,66.0,18.0,66.0,,12.9,0.4
