Date,dew,humidity,pm1,pm10,pm25,pressure,temperature,wind-speed
2022-12-26,,,,,,,,
2022-12-27,,,,,,,,
2022-12-28,,,,,,,,
2022-12-29,,,,,,,,
2022-12-30,,,,,,,,
2022-12-31,,,,,,,,
2023-01-01,,,,,,,,
2023-01-02,,,,,,,,
2023-01-03,,,,,,,,
2023-01-04,,,,,,,,
2023-01-05,,,,,,,,
2023-01-06,,,,,,,,
2023-01-07,,,,,,,,
2023-01-08,,,,,,,,
2023-01-09,,,,,,,,
2023-01-10,,,,,,,,
2023-01-11,,,,,,,,
2023-01-12,,,,,,,,
2023-01-13,,,,,,,,
2023-01-14,,,,,,,,
2023-01-15,,,,,,,,
2023-01-16,,,,,,,,
2023-01-17,,,,,,,,
2023-01-18,,,,,,,,
2023-01-19,,,,,,,,
2023-01-20,,,,,,,,
2023-01-21,,,,,,,,
2023-01-22,,,,,,,,
2023-01-23,,,,,,,,
2023-01-24,,,,,,,,
2023-01-25,,,,,,,,
2023-01-26,,,,,,,,
2023-01-27,12.7,,,,,919.7,,
2023-01-28,10.0,,,,,920.7,,
2023-01-29,11.0,,,,,922.1,,
2023-01-30,11.6,,,,,925.0,,
2023-01-31,11.2,,,,,922.4,,
2023-02-01,11.6,,,,,918.3,,
2023-02-02,10.4,71.0,129.0,50.0,138.0,922.9,15.1,0.5
2023-02-03,10.5,70.9,106.0,37.0,110.0,922.4,14.2,0.5
2023-02-04,10.1,69.9,99.0,35.0,103.0,919.4,14.8,0.4
2023-02-05,10.2,66.7,101.0,34.0,104.0,918.6,15.3,0.5
2023-02-06,10.1,64.0,105.0,37.0,107.0,919.3,15.2,0.5
2023-02-07,10.4,69.5,114.0,41.0,118.0,916.5,15.2,0.5
2023-02-08,12.6,79.0,125.0,43.0,127.0,918.2,14.2,0.6
2023-02-09,11.9,,,,,919.5,,
2023-02-10,12.0,,,,,920.1,,
2023-02-11,13.1,,,,,919.8,,
2023-02-12,9.3,52.2,104.0,37.0,108.0,918.4,16.9,0.5
2023-02-13,10.2,59.4,113.0,44.0,121.0,918.5,14.9,0.6
2023-02-14,10.3,59.2,104.0,39.0,111.0,922.6,15.4,0.6
2023-02-15,9.8,54.7,107.0,39.0,112.0,920.4,17.2,0.6
2023-02-16,10.8,55.3,110.0,40.0,115.0,921.8,18.7,0.6
2023-02-17,11.3,64.3,116.0,43.0,121.0,925.0,18.1,0.6
2023-02-18,,60.6,123.0,43.0,125.0,,19.4,0.6
2023-02-19,,63.1,148.0,51.0,150.0,,19.3,0.5
2023-02-20,13.1,66.9,129.0,46.0,133.0,919.3,19.0,0.5
2023-02-21,13.8,59.8,134.0,47.0,137.0,920.6,19.2,0.5
2023-02-22,14.4,70.3,145.0,51.0,148.0,917.9,18.2,0.5
2023-02-23,13.3,82.4,135.0,47.0,138.0,917.7,16.3,0.6
2023-02-24,13.4,65.9,96.0,32.0,99.0,920.4,17.8,0.6
2023-02-25,13.1,64.6,129.0,45.0,132.0,924.2,18.2,0.7
2023-02-26,10.8,86.8,99.0,33.0,101.0,925.7,13.6,0.6
2023-02-27,11.7,83.4,91.0,30.0,93.0,925.5,15.6,0.5
2023-02-28,13.2,73.4,114.0,41.0,118.0,924.0,17.5,0.6
2023-03-01,13.7,86.3,140.0,49.0,141.0,928.2,16.3,0.5
2023-03-02,13.3,89.6,121.0,41.0,122.0,927.8,15.8,0.6
2023-03-03,13.9,83.8,122.0,43.0,125.0,927.5,18.5,0.6
2023-03-04,,89.1,151.0,52.0,151.0,,18.0,0.6
2023-03-05,,90.9,99.0,33.0,101.0,,16.3,0.6
2023-03-06,,80.0,83.0,26.0,84.0,,17.5,0.6
2023-03-07,13.4,71.3,93.0,31.0,95.0,925.2,18.6,0.6
2023-03-08,11.4,75.3,79.0,24.0,79.0,927.9,17.0,0.6
2023-03-09,12.1,66.4,64.0,18.0,65.0,927.1,17.4,0.6
2023-03-10,10.1,58.6,90.0,29.0,91.0,924.2,17.9,0.6
2023-03-11,12.4,63.5,110.0,38.0,112.0,926.0,19.2,0.6
2023-03-12,13.8,65.9,151.0,52.0,151.0,924.2,20.7,0.5
2023-03-13,14.8,82.6,154.0,54.0,154.0,925.3,17.2,0.6
2023-03-14,13.7,71.0,76.0,23.0,78.0,923.1,16.7,0.6
2023-03-15,,,,,,,,
2023-03-16,,,,,,,,
2023-03-17,,,,,,,,
2023-03-18,,,,,,,,
2023-03-19,,,,,,,,
2023-03-20,,,,,,,,
2023-03-21,,,,,,,,
2023-03-22,,,,,,,,
2023-03-23,,,,,,,,
2023-03-24,,,,,,,,
2023-03-25,,,,,,,,
2023-03-26,,,,,,,,
2023-03-27,,,,,,,,
2023-03-28,,,,,,,,
2023-03-29,,,,,,,,
2023-03-30,,,,,,,,
2023-03-31,,,,,,,,
2023-04-01,,,,,,,,
2023-04-02,,,,,,,,
2023-04-03,,,,,,,,
2023-04-04,,,,,,,,
2023-04-05,,,,,,,,
2023-04-06,,,,,,,,
2023-04-07,,,,,,,,
2023-04-08,,,,,,,,
2023-04-09,,,,,,,,
2023-04-10,,,,,,,,
2023-04-11,,,,,,,,
2023-04-12,,,,,,,,
2023-04-13,,,,,,,,
2023-04-14,,,,,,,,
2023-04-15,,,,,,,,
2023-04-16,,,,,,,,
2023-04-17,,,,,,,,
2023-04-18,,,,,,,,
2023-04-19,,,,,,,,
2023-04-20,,,,,,,,
2023-04-21,,,,,,,,
2023-04-22,,,,,,,,
2023-04-23,,,,,,,,
2023-04-24,,,,,,,,
2023-04-25,,,,,,,,
2023-04-26,,,,,,,,
2023-04-27,,,,,,,,
2023-04-28,,,,,,,,
2023-04-29,,,,,,,,
2023-04-30,,,,,,,,
2023-05-01,,,,,,,,
2023-05-02,,,,,,,,
2023-05-03,,,,,,,,
2023-05-04,,,,,,,,
2023-05-05,,,,,,,,
2023-05-06,,,,,,,,
2023-05-07,,,,,,,,
2023-05-08,,,,,,,,
2023-05-09,,,,,,,,
2023-05-10,,,,,,,,
2023-05-11,,,,,,,,
2023-05-12,,,,,,,,
2023-05-13,,,,,,,,
2023-05-14,,,,,,,,
2023-05-15,,,,,,,,
2023-05-16,,,,,,,,
2023-05-17,,,,,,,,
2023-05-18,,,,,,,,
2023-05-19,,,,,,,,
2023-05-20,,,,,,,,
2023-05-21,,,,,,,,
2023-05-22,,,,,,,,
2023-05-23,,,,,,,,
2023-05-24,,,,,,,,
2023-05-25,,,,,,,,
2023-05-26,,,,,,,,
2023-05-27,,,,,,,,
2023-05-28,,,,,,,,
2023-05-29,,,,,,,,
2023-05-30,,,,,,,,
2023-05-31,,,,,,,,
2023-06-01,,,,,,,,
2023-06-02,,,,,,,,
2023-06-03,,,,,,,,
2023-06-04,,,,,,,,
2023-06-05,,,,,,,,
2023-06-06,,,,,,,,
2023-06-07,,,,,,,,
2023-06-08,,,,,,,,
2023-06-09,,,,,,,,
2023-06-10,,,,,,,,
2023-06-11,,,,,,,,
2023-06-12,,,,,,,,
2023-06-13,,,,,,,,
2023-06-14,,,,,,,,
2023-06-15,,,,,,,,
2023-06-16,,,,,,,,
2023-06-17,,,,,,,,
2023-06-18,,,,,,,,
2023-06-19,,,,,,,,
2023-06-20,,,,,,,,
2023-06-21,,,,,,,,
2023-06-22,,,,,,,,
2023-06-23,,,,,,,,
2023-06-24,,,,,,,,
2023-06-25,,78.6,,,,,26.9,0.6
2023-06-26,23.6,77.6,,,,913.3,27.4,0.7
2023-06-27,22.9,81.9,,,,914.4,25.3,0.8
2023-06-28,23.4,81.3,,,,915.0,25.6,0.7
2023-06-29,23.1,95.6,,,,915.1,23.8,0.5
2023-06-30,22.9,96.0,,,,914.8,23.5,0.5
2023-07-01,22.5,97.6,,,,914.4,23.1,0.5
2023-07-02,23.0,85.9,,,,914.5,24.6,0.6
2023-07-03,,,,,,,,
2023-07-04,,,,,,,,
2023-07-05,,,,,,,,
2023-07-06,,,,,,,,
2023-07-07,,,,,,,,
2023-07-08,,,,,,,,
2023-07-09,,,,,,,,
2023-07-10,,,,,,,,
2023-07-11,,,,,,,,
2023-07-12,,,,,,,,
2023-07-13,,,,,,,,
2023-07-14,,,,,,,,
2023-07-15,,,,,,,,
2023-07-16,,,,,,,,
2023-07-17,,,,,,,,
2023-07-18,,,,,,,,
2023-07-19,,,,,,,,
2023-07-20,,,,,,,,
2023-07-21,,,,,,,,
2023-07-22,,,,,,,,
2023-07-23,,,,,,,,
2023-07-24,,,,,,,,
2023-07-25,,,,,,,,
2023-07-26,,,,,,,,
2023-07-27,,,,,,,,
2023-07-28,,,,,,,,
2023-07-29,,,,,,,,
2023-07-30,,,,,,,,
2023-07-31,,,,,,,,
2023-08-01,,,,,,,,
2023-08-02,,,,,,,,
2023-08-03,,,,,,,,
2023-08-04,,,,,,,,
2023-08-05,,,,,,,,
2023-08-06,,,,,,,,
2023-08-07,,,,,,,,
2023-08-08,,,,,,,,
2023-08-09,,,,,,,,
2023-08-10,,,,,,,,
2023-08-11,,,,,,,,
2023-08-12,,,,,,,,
2023-08-13,,,,,,,,
2023-08-14,,,,,,,,
2023-08-15,,,,,,,,
2023-08-16,,,,,,,,
2023-08-17,,,,,,,,
2023-08-18,,,,,,,,
2023-08-19,,,,,,,,
2023-08-20,,,,,,,,
2023-08-21,,,,,,,,
2023-08-22,,,,,,,,
2023-08-23,,,,,,,,
2023-08-24,,,,,,,,
2023-08-25,,,,,,,,
2023-08-26,,,,,,,,
2023-08-27,,,,,,,,
2023-08-28,,,,,,,,
2023-08-29,,,,,,,,
2023-08-30,,,,,,,,
2023-08-31,,,,,,,,
2023-09-01,,,,,,,,
2023-09-02,,,,,,,,
2023-09-03,,,,,,,,
2023-09-04,,,,,,,,
2023-09-05,,,,,,,,
2023-09-06,,,,,,,,
2023-09-07,,,,,,,,
2023-09-08,,,,,,,,
2023-09-09,,,,,,,,
2023-09-10,,,,,,,,
2023-09-11,,,,,,,,
2023-09-12,,,,,,,,
2023-09-13,,,,,,,,
2023-09-14,,,,,,,,
2023-09-15,,,,,,,,
2023-09-16,,,,,,,,
2023-09-17,,,,,,,,
2023-09-18,,,,,,,,
